State,Library ID,Submission Year,Library Name,Street Address,City,Zip Code,Longitude,Latitude,State Code,County Code,County,County Population,Public Library Definition,Legal Basis,Administrative Structure,Interlibrary Relationship,Service Population,Service Population Without Duplicates,Central Libraries,Branch Libraries,Bookmobiles,MLS Librarians,Librarians,Employees,Total Staff,Local Government Operating Revenue,State Government Operating Revenue,Federal Government Operating Revenue,Other Operating Revenue,Total Operating Revenue,Salaries,Benefits,Total Staff Expenditures,Print Collection Expenditures,Digital Collection Expenditures,Other Collection Expenditures,Total Collection Expenditures,Other Operating Expenditures,Total Operating Expenditures,Local Government Capital Revenue,State Government Capital Revenue,Federal Government Capital Revenue,Other Capital Revenue,Total Capital Revenue,Total Capital Expenditures,Print Collection,Digital Collection,Audio Collection,Downloadable Audio,Physical Video,Downloadable Video,Local Cooperative Agreements,State Licensed Databases,Total Licensed Databases,Print Subscriptions,Hours Open,Library Visits,Reference Transactions,Registered Users,Circulation Transactions,Interlibrary Loans Provided,Interlibrary Loans Received,Library Programs,Children’s Programs,Young Adult Programs,Library Program Audience,Children’s Program Audience,Young Adult Program Audience,Public Internet Computers,Internet Computer Use,Wireless Internet Sessions,Start Date,End Date
CO,CO0066,2015,HINSDALE LIBRARY DISTRICT/LAKE CITY,206 N SILVER STREET,LAKE CITY,81235,-107.3176518,38.027878,8,53,HINSDALE,786,Y,LD,SO,ME,805,796,1,0,0,0,0.5,0.5,1,93021,3000,0,39147,135168, , , ,12938,2000,831,15769, ,99091,48907,0,0,0,48907,65707,18525,11505,399,3707,1096,617,0,0,0,28,1196,8970,432,720,7692,10,11,34,28,3,337,138,25,4,1380,-1,01/01/2014,12/31/2014
CO,CO0067,2015,LAKE COUNTY PUBLIC LIBRARY,1115 HARRISON AVE,LEADVILLE,80461,-106.2934166,39.252799,8,65,LAKE,7357,Y,CO,SO,ME,7308,7223,1,0,0,1,1,6.4,7.4,421003,3000,250,7000,431253,246087,73346,319433,20074,16165,4322,40561,62645,422639,0,0,0,0,0,0,28531,11972,1285,6333,1877,617,29,0,29,66,2344,52816,6656,4620,42140,6,809,329,300,7,6534,6280,41,15,6934,15258,01/01/2014,12/31/2014
CO,CO0068,2015,LAMAR PUBLIC LIBRARY,102 EAST PARMENTER ST,LAMAR,81052,-102.6189561,38.0850595,8,99,PROWERS,12034,Y,CO,SO,ME,12236,12094,1,0,0,1,1,6,7,301336,3570,3047,10095,318048,140615,37946,178561,23700,25000,4900,53600,21390,253551,588397,0,0,0,588397,453747,44215,12108,1349,9237,3668,617,40,0,40,63,2756,72007,4987,5994,81868,1383,710,263,105,39,4056,2576,565,36,19308,6253,01/01/2014,12/31/2014
CO,CO0069,2015,LAS ANIMAS-BENT COUNTY LIBRARY DISTRICT,306 5TH STREET,LAS ANIMAS,81054,-103.2201334,38.0677097,8,11,BENT,5630,Y,LD,SO,ME,4917,4860,1,0,0,0,2,0.87,2.87,81547,3000,2920,20208,107675,43854,2828,46682,7361,1099,2474,10934,29007,86623,0,0,0,0,0,0,14526,467,1821,0,1267,0,2,0,2,37,1984,12520,1760,1851,17828,40,348,12,8,0,392,315,0,15,4257,196,01/01/2014,12/31/2014
CO,CO0070,2015,LIMON MEMORIAL LIBRARY,205 E AVE,LIMON,80828,-103.6879065,39.2618925,8,73,LINCOLN,5510,Y,CI,SO,ME,1857,1835,1,0,0,0,1,0.25,1.25,90392,3000,0,0,93392, , , ,10777,0,1674,12451, ,61879,0,0,0,0,0,0,22608,3490,1231,5598,2571,0,0,0,0,11,2408,34466,962,1363,39800,1201,1399,69,66,0,398,380,0,19,11723,733,01/01/2014,12/31/2014
CO,CO0071,2015,LINCOLN COUNTY BOOKMOBILE,205 E AVENUE,LIMON,80828,-103.6879065,39.2618925,8,73,LINCOLN,5510,Y,CO,SO,ME,5420,5357,0,0,1,0,0.42,0.31,0.73,40767,3000,0,0,43767, , , ,7941,300,1000,9241, ,39008,0,0,0,0,0,0,9223,3675,327,5598,106,0,0,0,0,0,550,3421,117,389,7786,490,522,9,3,0,150,120,0,0,0,0,01/01/2014,12/31/2014
CO,CO0072,2015,LITTLETON/BEMIS PUBLIC LIBRARY,6014 S. DATURA ST.,LITTLETON,80120,-105.004414,39.608043,8,5,ARAPAHOE,618821,Y,CI,SO,ME,43796,43288,1,0,0,4.68,9.38,18.33,27.71,2290880,9939,0,31500,2332319,1400330,364050,1764380,168532,41074,59394,269000,257500,2290880,0,0,0,0,0,0,161045,11972,14092,3788,16886,617,41,0,41,224,3440,321255,105276,31127,524228,1260,1087,856,403,72,35144,15466,4388,37,60377,-1,01/01/2014,12/31/2014
CO,CO0073,2015,LONGMONT PUBLIC LIBRARY,409 4TH AVE,LONGMONT,80501,-105.1000212,40.1657201,8,13,BOULDER,313333,Y,CI,SO,ME,90227,89180,1,0,0,0,11.5,38,49.5,3217937,19424,10000,71243,3318604,1901475,550726,2452201,301140,124826,59301,485267,286520,3223988,0,0,0,0,0,0,237567,10904,12106,6172,15590,164,49,0,49,325,3237,621074,91090,84124,1249321,20116,17543,1355,1186,60,41767,34808,3714,38,101378,-1,01/01/2014,12/31/2014
CO,CO0074,2015,LOUISVILLE PUBLIC LIBRARY,951 SPRUCE STREET,LOUISVILLE,80027,-105.1314521,39.9777994,8,13,BOULDER,313333,Y,CI,SO,ME,32302,31927,1,0,0,8.25,8.25,9.6,17.85,1354210,5622,310,26660,1386802,857387,194971,1052358,71823,39974,20233,132030,257980,1442368,0,0,0,0,0,62500,74198,20129,8933,6137,5940,164,44,0,44,207,3017,249421,38029,24385,512806,7717,10916,814,616,112,22129,19796,836,32,42614,15688,01/01/2014,12/31/2014
CO,CO0075,2015,LOVELAND PUBLIC LIBRARY,300 NORTH ADAMS AVENUE,LOVELAND,80537,-105.069234,40.394907,8,69,LARIMER,324122,Y,CI,SO,ME,71224,70397,1,0,0,9.25,25.88,9.62,35.5,2891086,15602,0,148640,3055328,1531764,422690,1954454,167294,64948,40074,272316,828557,3055327,258785,0,0,0,258785,0,133318,13828,11191,11730,5598,164,36,0,36,188,3281,403126,62699,54097,718386,10134,8066,1843,1154,170,49662,38728,3513,86,77303,16133,01/01/2014,12/31/2014
CO,CO0077,2015,LYONS REGIONAL LIBRARY DISTRICT,405 MAIN STREET,LYONS,80540,0,0,8,13,BOULDER,313333,Y,LD,SO,ME,2102,2078,1,0,0,0,1,0.9,1.9,69158,3000,0,6362,78520, , , ,3051,782,942,4775, ,78178,0,0,0,0,0,0,9193,2993,2387,0,2053,0,2,0,2,48,1560,8349,1855,1109,9583,172,769,110,86,5,1520,1385,20,2,231,2708,01/01/2014,12/31/2014
CO,CO0078,2015,MANCOS LIBRARY DISTRICT,211 W. FIRST ST.,MANCOS,81328,-108.290488,37.343644,8,83,MONTEZUMA,25772,Y,LD,SO,ME,3240,3202,1,0,0,1,4.69,0.72,5.41,311975,3000,250,84874,400099,158718,22330,181048,9752,1615,3308,14675,71521,267244,0,0,0,0,0,116071,25064,2993,1337,5,1578,0,2,0,2,21,2403,63129,4936,3655,32327,1355,1356,243,179,12,3287,2658,132,32,28496,6213,01/01/2014,12/31/2014
CO,CO0080,2015,MANZANOLA SCHOOL/PUBLIC LIBRARY,301 S CATALPA,MANZANOLA,81058,-103.864037,38.1100018,8,89,OTERO,18488,Y,MJ,SO,ME,905,894,1,0,0,1,1,0,1,32488,3000,0,5000,40488, , , ,2944,893,108,3945, ,39387,0,0,0,0,0,0,11311,21313,535,9874.35460992908,523,602,1,0,1,11,1864,1324,32,190,2154,0,0,41,38,3,687,642,45,3,22,-1,01/01/2014,12/31/2014
CO,CO0081,2015,MEEKER REGIONAL LIBRARY DISTRICT,490 MAIN STREET,MEEKER,81641,-107.9121261,40.0376186,8,103,RIO BLANCO,6707,Y,LD,SO,ME,3941,3895,1,0,0,1,1,3,4,1607262,0,0,49554,1656816,122258,33950,156208,32718,3000,0,35718,74706,266632,46252,0,0,0,46252,759117,59196,10407,2307,3744,1240,628,1,0,1,62,2652,32550,316,3022,23201,398,360,64,52,0,565,551,0,13,4520,-1,01/01/2014,12/31/2014
CO,CO0082,2015,MESA COUNTY PUBLIC LIBRARY DISTRICT,443 NORTH 6TH STREET,GRAND JUNCTION,81501,-108.562719,39.071092,8,77,MESA,148255,Y,LD,MO,ME,147811,146095,1,7,0,11,11,57.66,68.66,6078291,33106,6872,224221,6342490,2790714,846754,3637468,371235,149858,162060,683153,1347725,5668346,0,0,0,0,0,303245,216828,9842,14765,5803,33925,568,40,0,40,332,12740,762061,60320,76962,1448684,66339,155192,1918,901,186,46182,31134,3310,116,126387,188880,01/01/2014,12/31/2014
CO,CO0083,2015,MINERAL COUNTY SCHOOL/REGIONAL PUBLIC LIBRARY,380 LA GARITA AVE,CREEDE,81130,-106.9249373,37.8506219,8,79,MINERAL,698,Y,MJ,SO,ME,721,713,1,0,0,0,0.85,0,0.85,9200,3000,0,18141,30341, , , ,6627,0,3475,10102, ,27769,0,0,0,16191,16191,0,9855,0,408,0,220,0,0,0,0,12,1380,3548,55,245,4800,0,2,2,1,1,30,18,12,4,460,0,01/01/2014,12/31/2014
CO,CO0085,2015,MONTROSE REGIONAL LIBRARY DISTRICT,320 SOUTH 2ND STREET,MONTROSE,81401,-107.875726,38.477425,8,85,MONTROSE,40873,Y,LD,MO,ME,40053,39588,1,2,1,5.6,7.65,16.18,23.83,1628970,9310,9228,245557,1893065,924017,323777,1247794,74420,26591,22776,123787,582690,1954271,0,0,0,0,0,0,102263,5109,5329,4463,7589,0,8,0,8,207,5125,228706,17316,20309,315655,2186,3424,1060,701,101,22917,17789,1134,29,34435,-1,01/01/2014,12/31/2014
CO,CO0087,2015,LONE CONE LIBRARY DISTRICT (NORWOOD),1110 LUCERNE STREET,NORWOOD,81423,-108.2895886,38.1308267,8,113,SAN MIGUEL,7840,Y,LD,SO,ME,2035,2011,1,0,0,0,1,5,6,189412,3000,250,8803,201465,84145,22502,106647,9234,4902,2586,16722,26747,150116,0,0,0,0,0,25716,9936,14965,726,3712,1796,617,22,0,22,30,2184,14788,250,1080,17640,150,100,199,134,29,3044,2349,446,6,4125,5329,01/01/2014,12/31/2014
CO,CO0088,2015,NUCLA PUBLIC LIBRARY,544 MAIN STREET,NUCLA,81424,-108.5458923,38.2682145,8,85,MONTROSE,40873,Y,CI,SO,ME,701,693,1,0,0,0,0.5,0,0.5,30050,3000,250,3019,36319, , , ,6866,0,1138,8004, ,34471,0,0,0,0,0,0,9414,0,517,0,1894,0,0,0,0,43,2052,6256,400,2348,5715,0,615,15,10,3,179,152,12,11,2103,350,01/01/2014,12/31/2014
CO,CO0090,2015,COMBINED COMMUNITY LIBRARY (ORDWAY),1007 MAIN STREET,ORDWAY,81063,-103.7567336,38.2269143,8,25,CROWLEY,5360,Y,MJ,MO,ME,5160,5100,1,1,0,0,0,0.5,0.5,12458,3000,0,1366,16824, , , ,5080,1500,0,6580, ,16824,0,0,0,0,0,0,25000,3460,441,5,250,0,2,0,2,0,1595,42173,8,582,52993,2,24,1,1,0,40,40,0,13,2995,130,01/01/2014,12/31/2014
CO,CO0092,2015,OURAY LIBRARY DISTRICT,320 6TH AVE,OURAY,81427,-107.670478,38.022629,8,91,OURAY,4629,Y,LD,SO,ME,1741,1721,1,0,0,0,1.5,0.25,1.75,81311,3000,250,18595,103156, , , ,9367,1750,4667,15784, ,90568,0,0,0,0,0,0,15448,3460,769,5598,2501,0,1,0,1,26,1880,31520,1140,2113,20639,2138,997,114,62,22,903,478,97,6,1603,-1,01/01/2014,12/31/2014
CO,CO0094,2015,PARK COUNTY PUBLIC LIBRARY,400 FRONT STREET,FAIRPLAY,80440,-106.003701,39.224603,8,93,PARK,16345,Y,CO,MO,ME,16192,16004,0,4,0,0,3.06,2.18,5.24,174102,4332,250,13973,192657,103929,16395,120324,15126,6000,0,21126,22655,164105,0,0,0,0,0,0,43693,11505,1127,3707,8018,617,0,0,0,30,5963,53503,3745,12659,78026,463,1576,341,217,65,6357,4961,636,22,7077,6532,01/01/2014,12/31/2014
CO,CO0095,2015,PENROSE COMMUNITY LIBRARY DISTRICT,35 7TH AVENUE,PENROSE,81240,-105.0273983,38.4234358,8,43,FREMONT,46502,Y,LD,SO,ME,4007,3960,1,0,0,0,2,2.75,4.75,195859,3000,250,4967,204076,123832,10908,134740,8705,0,3726,12431,58334,205505,0,0,0,0,0,0,14135,0,2858,0,2143,0,0,0,0,29,2392,47500,19005,3795,51342,1459,1733,208,147,58,1874,1200,600,11,8015,-1,01/01/2014,12/31/2014
CO,CO0096,2015,PIKES PEAK LIBRARY DISTRICT,20 N. CASCADE AVENUE,COLORADO SPRINGS,80903,-104.825372,38.835109,8,41,EL PASO,663519,Y,LD,MO,ME,607457,600405,1,14,2,51.74,51.74,287.12,338.86,23823621,128194,159450,3741879,27853144,12036202,3027078,15063280,1503942,1619203,1127281,4250426,5322259,24635965,0,0,0,0,0,5241301,880121,74658,85747,19517,122824,1040,59,0,59,2485,44716,3604630,546381,274962,8440101,38161,31951,10450,5181,867,367780,156588,15654,824,1010749,636930,01/01/2014,12/31/2014
CO,CO0098,2015,PITKIN COUNTY LIBRARY,120 N MILL STREET,ASPEN,81611,-106.818983,39.191343,8,97,PITKIN,17626,Y,CO,SO,ME,13190,13037,1,0,0,8,10.9,11,21.9,3483581,3718,0,217203,3704502,1334960,553265,1888225,139457,92978,36873,269308,1068372,3225905,0,0,0,1762133,1762133,1956699,78647,26829,31836,7486,9496,570,51,0,51,271,3354,226596,9143,15582,192961,23039,12280,474,276,65,9279,7361,744,29,44970,17001,01/01/2014,12/31/2014
CO,CO0099,2015,PUEBLO CITY-COUNTY LIBRARY DISTRICT,100 E ABRIENDO AVE,PUEBLO,81004,-104.6210734,38.2597205,8,101,PUEBLO,161875,Y,LD,MO,ME,161258,159386,1,7,0,25.5,25.5,73,98.5,9163271,34374,121606,255568,9574819,3673661,1257297,4930958,492181,310164,1235753,2038098,2772954,9742010,0,0,0,562849,562849,5529843,307328,16018,17303,4594,99527,0,52,0,52,513,15817,1424303,96079,111559,2484858,1947,4009,3286,1811,211,182406,97275,9945,161,501325,190831,01/01/2014,12/31/2014
CO,CO0100,2015,RANGELY REGIONAL LIBRARY DISTRICT,109 E MAIN STREET,RANGELY,81648,-108.8037061,40.0875027,8,103,RIO BLANCO,6707,Y,LD,SO,ME,2859,2826,1,0,0,0,1.98,0.05,2.03,225977,3000,250,20393,249620,79698,12271,91969,21609,0,3577,25186,61128,178283,0,0,0,0,0,24076,20273,0,1917,0,623,0,0,0,0,40,2339,18340,3011,1880,31477,0,493,59,55,2,5070,4650,195,9,4488,0,01/01/2014,12/31/2014
CO,CO0102,2015,ROCKY FORD PUBLIC LIBRARY,400 SOUTH 10TH STREET,ROCKY FORD,81067,-103.7194266,38.0506592,8,89,OTERO,18488,Y,CI,SO,ME,3893,3848,1,0,0,0,1,1.5,2.5,96802,3000,250,0,100052,62222,4045,66267,11638,4954,1047,17639,23523,107429,0,0,0,0,0,0,13500,467,711,0,850,0,0,0,0,3,2224,48200,3034,4238,45250,341,346,100,36,12,1664,1440,120,18,19257,5125,01/01/2014,12/31/2014
CO,CO0103,2015,SOUTH ROUTT LIBRARY DISTRICT,227 DODGE AVENUE,OAK CREEK,80467,-106.954123,40.274934,8,107,ROUTT,23865,Y,LD,MO,ME,3165,3128,0,2,0,0,1.6,0.25,1.85,128915,0,0,4041,132956, , , ,7082,0,332,7414, ,75278,0,0,0,0,0,0,17382,0,404,0,1791,0,1,0,1,14,2937,11449,210,1133,7927,0,293,98,92,0,475,428,0,11,4984,484,01/01/2014,12/31/2014
CO,CO0107,2015,SOUTHERN TELLER COUNTY SCHOOL/PUBLIC LIB DIST,410 B STREET,CRIPPLE CREEK,80813,-105.1842977,38.7464267,8,119,TELLER,23389,Y,LD,MO,ME,4789,4733,1,1,0,0,1.75,0,1.75,129136,3000,0,0,132136, , , ,27418,1800,8000,37218, ,132136,0,0,0,0,0,0,25496,0,261,0,2449,0,11,0,11,26,2208,52973,970,1653,31441,11,519,79,42,28,1416,860,448,37,23973,289,01/01/2014,12/31/2014
CO,CO0108,2015,NORTHERN SAGUACHE COUNTY LIBRARY DISTRICT,702 PITKIN AVE,SAGUACHE,81149,-106.1408911,38.0844387,8,109,SAGUACHE,6196,Y,LD,MO,ME,2986,2951,0,2,0,0,0.88,3.4,4.28,231478,3000,0,0,234478,135000,23565,158565,18000,4120,0,22120,38349,219034,0,0,0,0,0,0,23890,2993,817,5,3783,0,0,0,0,35,4238,26916,784,2065,21238,888,769,332,310,12,2426,2178,48,16,5472,900,01/01/2014,12/31/2014
CO,CO0109,2015,SOUTHERN CHAFFEE COUNTY REGIONAL LIB DIST/SALIDA,405 'E' ST.,SALIDA,81201,-105.993267,38.53297,8,15,CHAFFEE,18363,Y,LD,SO,ME,9651,9539,1,0,0,0.4,3.4,6,9.4,742703,3000,0,36939,782642,327125,60246,387371,93733,18514,54904,167151,139994,694516,0,0,0,0,0,0,63787,21662,5333,4992,8423,567,25,0,25,207,3544,140501,8692,7321,211980,39701,17652,123,121,0,2833,2583,0,15,28010,-1,01/01/2014,12/31/2014
CO,CO0110,2015,SECURITY PUBLIC LIBRARY,715 ASPEN DRIVE,SECURITY,80911,-104.7316946,38.751523,8,41,EL PASO,663519,Y,SD,SO,ME,48355,47794,1,0,0,6,9,2,11,650000,10871,250,17500,678621,338000,96000,434000,62500,31000,19000,112500,105000,651500,0,0,0,0,0,12000,63805,14498,5560,9305,6168,617,10,0,10,83,2872,102582,59323,30995,144117,4647,3482,738,607,43,25944,19973,1403,22,20128,-1,01/01/2014,12/31/2014
CO,CO0111,2015,SILVERTON PUBLIC LIBRARY,1117 REESE STREET,SILVERTON,81433,-107.6658659,37.8114448,8,111,SAN JUAN,720,Y,CI,SO,ME,626,619,1,0,0,0,0.25,1.3,1.55,92744,3000,0,0,95744, , , ,7500,0,400,7900, ,96144,0,0,0,0,0,0,12050,525,457,5593,650,0,2,0,2,15,2133,40000,3000,650,50050,601,401,111,60,1,1405,1050,55,11,16010,25000,01/01/2014,12/31/2014
CO,CO0112,2015,EAST ROUTT LIBRARY DISTRICT,1289 LINCOLN AVE.,STEAMBOAT SPRINGS,80487,-106.839971,40.489271,8,107,ROUTT,23865,Y,LD,SO,ME,17456,17253,1,0,0,5,5,17,22,2224769,4594,0,128124,2357487,804464,136652,941116,178528,111254,98876,388658,694025,2023799,0,0,0,0,0,2668,76113,12013,6956,6399,11120,568,51,0,51,246,3468,357840,13244,26198,328461,34117,31175,728,553,3,26604,14732,60,31,53548,62300,01/01/2014,12/31/2014
CO,CO0113,2015,STERLING PUBLIC LIBRARY,420 NORTH FIFTH STREET,STERLING,80751,-103.2086598,40.6288699,8,75,LOGAN,22524,Y,CI,SO,ME,14022,13859,1,0,0,1,5,2.5,7.5,494438,3952,0,4832,503222,197289,58282,255571,63955,22283,2485,88723,132598,476892,0,0,0,0,0,2575,62701,11505,2004,3707,2412,617,9,0,9,110,3468,47707,5366,7264,95496,1858,2085,191,150,12,5506,4723,99,32,18151,-1,01/01/2014,12/31/2014
CO,CO0114,2015,STRATTON PUBLIC LIBRARY,331 NEW YORK AVENUE,STRATTON,80836,-102.6036952,39.3031366,8,63,KIT CARSON,8072,Y,CI,SO,ME,662,654,1,0,0,0,0.5,0.5,1,23669,0,0,0,23669, , , ,7021,0,0,7021, ,23015,0,0,0,0,0,0,7181,3460,388,5,176,0,0,0,0,0,1170,2717,53,744,3415,309,133,38,38,0,367,367,0,4,435,15145,01/01/2014,12/31/2014
CO,CO0115,2015,SUMMIT COUNTY LIBRARY,0037 PEAK ONE DRIVE,FRISCO,80443,-106.0818626,39.5716644,8,117,SUMMIT,29404,Y,CO,MO,ME,28637,28305,1,2,0,2,2,12.47,14.47,1183551,6841,500,56998,1247890,613182,225768,838950,133340,32973,20860,187173,180225,1206348,0,0,0,0,0,0,116661,9778,7285,5803,9373,568,27,0,27,208,7675,233565,12191,23955,239180,20907,14327,282,228,18,10691,9277,178,26,39855,11168,01/01/2014,12/31/2014
CO,CO0116,2015,SWINK SCHOOL/PUBLIC LIBRARY,610 COLUMBIA AVE,SWINK,81077,-103.6286697,38.0113603,8,89,OTERO,18488,Y,MJ,SO,ME,1234,1220,1,0,0,0,0.42,0,0.42,8610,3000,0,0,11610, , , ,580,0,0,580, ,6700,0,0,0,0,0,0,15781,0,142,0,202,0,1,0,1,0,360,16523,689,529,7856,0,0,1,1,0,31,31,0,13,10906,0,01/01/2014,12/31/2014
CO,CO0117,2015,SAN MIGUEL LIBRARY DISTRICT # 1 (TELLURIDE),100 W. PACIFIC AVE.,TELLURIDE,81435,-107.811382,37.93639,8,113,SAN MIGUEL,7840,Y,LD,SO,ME,6121,6050,1,0,0,4.8,4.8,17.43,22.23,1993606,3000,11538,44935,2053079,1082964,318022,1400986,75322,35176,83329,193827,464381,2059194,0,0,0,0,0,0,46681,22032,9382,5886,10647,568,36,0,36,218,3076,263267,8697,14186,226829,34444,9981,1502,634,257,47060,13896,1545,60,46466,108938,01/01/2014,12/31/2014
CO,CO0118,2015,TRINIDAD CARNEGIE PUBLIC LIBRARY,202 NORTH ANIMAS STREET,TRINIDAD,81082,-104.5084593,37.1680612,8,71,LAS ANIMAS,14052,Y,CI,SO,ME,13866,13705,1,0,0,0,3.5,2.93,6.43,187621,3987,250,31228,223086,117719,25860,143579,12178,883,0,13061,78023,234663,0,0,0,0,0,0,28928,11505,718,3707,1242,617,26,0,26,26,2304,38447,8765,6023,50138,0,597,144,96,15,4147,3471,93,25,7500,3023,01/01/2014,12/31/2014
CO,CO0119,2015,VAIL PUBLIC LIBRARY,292 W MEADOW DR,VAIL,81657,-106.383739,39.643478,8,37,EAGLE,52921,Y,CI,SO,ME,5289,5228,1,0,0,3,3,5.6,8.6,832758,3000,250,20594,856602,407494,152192,559686,59009,31959,30298,121266,146992,827944,0,0,0,26354,26354,0,38012,35167,4931,10734,8429,568,46,0,46,288,3087,102691,19552,14411,60299,10845,2660,410,299,13,11356,9342,34,19,14754,21915,01/01/2014,12/31/2014
CO,CO0129,2015,WELLINGTON PUBLIC LIBRARY,3800 WILSON AVE,WELLINGTON,80549,-105.0049274,40.709457,8,69,LARIMER,324122,Y,CI,SO,ME,6700,6622,1,0,0,0,1,1.98,2.98,154000,0,0,0,154000,86545,14997,101542,19500,7200,5000,31700,23000,156242,28000,0,0,0,28000,2700,21000,3500,552,9857,1517,617,12,0,12,20,2123,47552,5466,7580,64000,2500,1800,80,58,10,2520,2180,100,11,8514,1200,01/01/2014,12/31/2014
CO,CO0130,2015,WESTMINSTER PUBLIC LIBRARY,3705 W. 112TH AVE,WESTMINSTER,80031,-105.0350994,39.8997241,8,1,ADAMS,480718,Y,CI,MO,ME,110316,109035,1,1,0,14.1,14.1,25.18,39.28,2934993,23690,0,13374,2972057,2019075,598967,2618042,238083,191108,54816,484007,431911,3533960,0,0,0,0,0,4682,174097,10340,13155,4843,18493,132,59,0,59,245,5928,428991,87782,109728,980202,2238,2819,1743,1195,87,37429,31271,1271,38,193095,-1,01/01/2014,12/31/2014
CO,CO0131,2015,CLEARVIEW LIBRARY DISTRICT,720 THIRD STREET,WINDSOR,80550,-104.900781,40.471688,8,123,WELD,277670,Y,LD,MO,ME,22952,22686,1,0,1,5.5,6.5,17.29,23.79,1682361,5741,0,193357,1881459,941566,210744,1152310,61655,47258,55156,164069,462639,1779018,0,0,0,0,0,0,55104,12112,5965,3719,7181,617,29,0,29,81,4877,246018,5523,19523,322391,643,1858,2057,1738,51,30457,27475,410,39,22192,0,01/01/2014,12/31/2014
CO,CO0132,2015,RAMPART REGIONAL LIBRARY DISTRICT,218 E. MIDLAND,WOODLAND PARK,80863,-105.0528105,38.9945091,8,119,TELLER,23389,Y,LD,MO,ME,18486,18271,1,1,0,4.2,4.2,12.5,16.7,1035957,4853,23305,30738,1094853,618110,133847,751957,31449,11577,12168,55194,287172,1094323,0,0,0,0,0,0,59551,21949,5145,5803,7199,568,29,0,29,95,4400,152914,8575,18316,183695,6380,13235,388,219,78,9037,6576,1636,31,17787,1726,01/01/2014,12/31/2014
CO,CO0133,2015,WRAY PUBLIC LIBRARY,301 W 7TH ST.,WRAY,80758,-102.2247943,40.0753511,8,125,YUMA,10202,Y,CI,SO,ME,2363,2336,1,0,0,0,3.5,0,3.5,172874,3000,4461,10000,190335,76627,28934,105561,25400,3000,3095,31495,53279,190335,0,0,0,0,0,0,18878,11505,1994,3707,1347,617,1,0,1,62,1955,18600,1550,4805,28284,25,257,155,98,20,2020,1332,128,13,2503,208,01/01/2014,12/31/2014
CO,CO0134,2015,YUMA PUBLIC LIBRARY,910 S MAIN STREET,YUMA,80759,-102.7238742,40.1173591,8,125,YUMA,10202,Y,CI,SO,ME,3547,3506,1,0,0,0,2.5,0,2.5,129397,3000,250,2470,135117,70477,29717,100194,10707,2300,1000,14007,17712,131913,975,0,0,0,975,975,17347,2993,1879,5593,287,0,1,0,1,34,2379,16824,1780,3183,23489,1380,1312,113,60,28,2815,2509,159,9,8349,624,01/01/2014,12/31/2014
CO,CO0141,2015,IGNACIO COMMUNITY LIBRARY DISTRICT,470 GODDARD AVE,IGNACIO,81137,-107.633151,37.116415,8,67,LA PLATA,53989,Y,LD,SO,ME,5673,5607,1,0,0,2,2,7,9,590287,3000,250,160863,754400,339000,58500,397500,38971,6029,11245,56245,276900,730645,0,0,0,0,0,0,21398,11505,628,3707,1601,617,37,0,37,63,2860,66182,624,5016,26371,612,407,481,175,0,2301,1131,0,30,13162,-1,01/01/2014,12/31/2014
"CO,CO0143,2015,CLEAR CREEK COUNTY LIBRARY DISTRICT,""614 TAOS ST., UNIT C"",GEORGETOWN,80444,-105.69602,39.706573,8,19,CLEAR CREEK,9187,Y,LD,MO,ME,9029,8924,0,2,0,1.93,3.93,7.6,11.53,1239607,3000,250,15771,1258628,500081,130392,630473,43274,47519,15213,106006,280232,1016711,15771,0,0,0,15771,3300,28463,13624,1407,10834,5144,617,44,0,44,75,4734,74604,12898,4827,68294,0,2339,321,200,12,7317,5474,128,66,34831,7821,01/01/2014,12/31/2014"
CO,CO0144,2015,DELTA COUNTY PUBLIC LIBRARY DISTRICT,149 E. MAIN,HOTCHKISS,81419,-107.7204,38.799877,8,29,DELTA,29870,Y,LD,MO,ME,30399,30046,0,5,0,2,5.4,18.55,23.95,1012317,7351,120169,352776,1492613,804180,136856,941036,59285,35361,27488,122134,352942,1416112,50000,42120,0,19613,111733,119022,89977,11975,8995,3348,12167,610,57,0,57,97,8547,264666,72982,23397,276662,814,2193,2785,1126,198,29213,16397,4106,176,233844,78000,01/01/2014,12/31/2014
CO,CO0145,2015,HIGH PLAINS LIBRARY DISTRICT,2650 W. 29TH ST.,GREELEY,80631,-104.72436,40.391145,8,123,WELD,277670,Y,LD,MO,ME,251308,248391,0,13,1,45.6,55.65,124.15,179.8,23355372,0,0,396517,23751889,7397396,1896817,9294213,890411,507696,347144,1745251,3601784,14641248,0,0,0,1089997,1089997,7944070,659139,106178,52141,9413,83229,0,96,0,96,1100,39975,1516114,366615,119511,2749021,19141,8844,5527,2903,919,108891,72401,10169,498,330053,47000,01/01/2014,12/31/2014
CO,CO0146,2015,RIO GRANDE COUNTY LIBRARY DISTRICT,120 JEFFERSON STREET,MONTE VISTA,81144,-106.1453464,37.5801705,8,105,RIO GRANDE,11607,Y,LD,MO,ME,11736,11600,1,2,0,0,4,7,11,297270,2469,250,5000,304989,137553,12727,150280,36520,0,2800,39320,84388,273988,0,0,0,0,0,0,72011,146,1550,0,1992,0,0,0,0,112,5250,59740,18310,23818,69095,110,100,126,117,5,811,797,12,49,17277,17011,01/01/2014,12/31/2014
