State,Library ID,Submission Year,Library Name,Street Address,City,Zip Code,Longitude,Latitude,State Code,County Code,County,County Population,Public Library Definition,Legal Basis,Administrative Structure,Interlibrary Relationship,Service Population,Service Population Without Duplicates,Central Libraries,Branch Libraries,Bookmobiles,MLS Librarians,Librarians,Employees,Total Staff,Local Government Operating Revenue,State Government Operating Revenue,Federal Government Operating Revenue,Other Operating Revenue,Total Operating Revenue,Salaries,Benefits,Total Staff Expenditures,Print Collection Expenditures,Digital Collection Expenditures,Other Collection Expenditures,Total Collection Expenditures,Other Operating Expenditures,Total Operating Expenditures,Local Government Capital Revenue,State Government Capital Revenue,Federal Government Capital Revenue,Other Capital Revenue,Total Capital Revenue,Total Capital Expenditures,Print Collection,Digital Collection,Audio Collection,Downloadable Audio,Physical Video,Downloadable Video,Local Cooperative Agreements,State Licensed Databases,Total Licensed Databases,Print Subscriptions,Hours Open,Library Visits,Reference Transactions,Registered Users,Circulation Transactions,Interlibrary Loans Provided,Interlibrary Loans Received,Library Programs,Children’s Programs,Young Adult Programs,Library Program Audience,Children’s Program Audience,Young Adult Program Audience,Public Internet Computers,Internet Computer Use,Wireless Internet Sessions,Start Date,End Date
AK,AK0001,2015,ANCHOR POINT PUBLIC LIBRARY,72551 MILO FRITZ AVENUE,ANCHOR POINT,99556,-151.8400068,59.7796042,2,122,KENAI PENINSULA,57477,Y,NP,SO,NO,2059,2059,1,0,0,0,0.68,0,0.68,0,18993,2821,7113,28927, , , ,3021,0,1009,4030, ,21282,0,0,0,12765,12765,0,16843,0,258,0,4159,0,0,49,49,7,1377,5379,550,396,11607,0,28,17,15,0,146,128,0,8,1675,0,07/01/2013,06/30/2014
AK,AK0002,2015,ANCHORAGE PUBLIC LIBRARY,3600 DENALI STREET,ANCHORAGE,99503,-149.876781,61.187677,2,20,ANCHORAGE,301010,Y,CO,MO,NO,300549,300549,1,4,0,20.6,29.1,49.8,78.9,10448481,56724,157386,183440,10846031,3214218,2853883,6068101,700747,198422,253111,1152280,3690161,10910542,0,1825000,0,0,1825000,0,481861,9773,28552,10496,63779,0,14,49,63,751,10208,942873,98871,119619,1886620,5359,2254,1435,906,412,68778,41259,9656,135,138689,0,01/01/2013,12/31/2013
AK,AK0003,2015,ANDERSON VILLAGE LIBRARY,101 FIRST STREET,ANDERSON,99744,-149.1786346,64.3435982,2,68,DENALI,1921,Y,CI,SO,NO,209,209,1,0,0,0,0.25,0.25,0.5,1000,6300,0,3429,10729, , , ,2206,425,877,3508, ,11449,0,0,0,0,0,0,15304,0,48,0,1091,0,0,49,49,1,480,874,300,161,1092,0,0,7,7,0,16,16,0,4,480,0,07/01/2013,06/30/2014
AK,AK0006,2015,KUSKOKWIM CONSORTIUM LIBRARY,420 CHIEF EDDIE HOFFMAN HIGHWAY,BETHEL,99559,-161.8029566,60.7857552,2,50,BETHEL,17868,Y,MJ,SO,NO,6241,6241,1,0,0,1,1,2,3,67600,6600,0,184800,259000,167806,72679,240485,8295,1635,4871,14801,5926,261212,0,0,0,0,0,0,34115,165,434,0,2345,0,138,49,187,50,2912,44980,1200,1500,12347,38,76,107,37,1,815,417,15,9,20000,0,07/01/2013,06/30/2014
AK,AK0007,2015,BIG LAKE PUBLIC LIBRARY,3140 SOUTH BIG LAKE ROAD,BIG LAKE,99652,-149.818403,61.546612,2,170,MATANUSKA-SUSITNA,97882,Y,CO,SO,NO,12793,12793,1,0,0,0,1,2,3,339574,6600,4979,0,351153,154145,119727,273872,21552,0,0,21552,52251,347675,0,0,0,0,0,0,23810,9773,1813,10496,2623,0,1,49,50,52,2548,43285,3469,3878,59630,118,147,296,118,11,6316,3893,1396,22,11301,5148,07/01/2013,06/30/2014
AK,AK0008,2015,CANTWELL COMMUNITY LIBRARY,1 SCHOOL ROAD,CANTWELL,99729,-148.757407,63.461051,2,68,DENALI,1921,Y,NP,SO,NO,182,182,1,0,0,0,1,0.5,1.5,4000,6600,7000,2640,20240, , , ,4846,0,637,5483, ,20720,0,0,0,0,0,0,14550,0,208,0,315,0,1,49,50,12,750,3000,380,170,5064,20,50,27,23,1,169,116,3,1,700,500,07/01/2013,06/30/2014
AK,AK0011,2015,CHINIAK PUBLIC LIBRARY,43318 SPRUCE WAY,CHINIAK,99615,-152.2325806,57.6122291,2,150,KODIAK ISLAND,13986,Y,NP,SO,NO,48,48,1,0,0,0,0,0.11,0.11,3000,25020,6560,44065,78645, , , ,4123,224,1801,6148, ,78540,0,0,0,0,0,0,4893,40,246,0,630,0,0,49,49,27,720,1029,72,55,1118,0,0,53,49,0,388,369,0,11,436,200,07/01/2013,06/30/2014
AK,AK0014,2015,COLD BAY PUBLIC LIBRARY,10 BARANOV ROAD,COLD BAY,99571,-162.7133916,55.206634,2,13,ALEUTIANS EAST,3360,N,NP,SO,NO,89,89,1,0,0,0,0,0,0,3300,18540,2642,50453,74935, , , ,2164,0,1774,3938, ,71103,0,0,0,0,0,0,7033,5,191,0,3298,0,0,49,49,21,480,1600,50,105,1939,0,0,32,32,0,306,306,0,6,427,0,07/01/2013,06/30/2014
AK,AK0015,2015,COOPER LANDING COMMUNITY LIBRARY,MILE .8 BEAN CREEK ROAD,COOPER LANDING,99572,-150.010519,60.487401,2,122,KENAI PENINSULA,57477,Y,NP,SO,NO,295,295,1,0,0,0,0.1,0,0.1,0,9787,5856,24156,39799, , , ,4788,0,500,5288, ,30060,0,0,0,0,0,0,3778,121,219,0,682,0,0,49,49,2,1092,3349,160,545,3210,0,79,23,8,1,1005,691,30,4,355,250,07/01/2013,06/30/2014
AK,AK0016,2015,CORDOVA PUBLIC LIBRARY,622 FIRST STREET,CORDOVA,99574,-145.766031,60.5479952,2,261,VALDEZ-CORDOVA,9488,Y,CI,SO,NO,2286,2286,1,0,0,0,3.75,1,4.75,472653,9047,11615,14929,508244,269032,109581,378613,9164,1500,352,11016,80356,469985,0,1000000,0,0,1000000,0,20459,9773,350,10496,1328,0,1,49,50,32,2652,22918,972,2073,13370,0,295,188,135,0,3054,2525,0,5,6671,4522,01/01/2013,12/31/2013
AK,AK0017,2015,CRAIG PUBLIC LIBRARY,504 THIRD STREET,CRAIG,99921,-133.1514564,55.4761261,2,198,PR WALES-OUTER KE,6396,Y,CI,SO,NO,1198,1198,1,0,0,0,1,0.5,1.5,132077,9107,14642,39346,195172, , , ,20605,1100,6560,28265, ,192281,14000,0,0,0,14000,14000,9981,10120,195,10496,2911,0,0,49,49,82,2355,18370,3027,2729,36231,0,94,403,211,50,3318,2138,214,4,4861,1698,07/01/2013,06/30/2014
AK,AK0018,2015,IPNATCHIAQ LIBRARY,59 MAIN STREET,DEERING,99736,0,0,2,188,NORTHWEST ARCTIC,7717,Y,CI,SO,NO,152,152,1,0,0,0,0.28,0,0.28,4836,4800,0,0,9636, , , ,100,0,0,100, ,9636,0,0,0,0,0,0,10738,31,425,0,282,0,0,0,0,476,550,300,0,32,112,0,0,17,17,0,30,30,0,0,0,0,07/01/2013,06/30/2014
AK,AK0019,2015,DELTA COMMUNITY LIBRARY,2291 DEBORAH STREET,DELTA JUNCTION,99737,-145.7334852,64.0465711,2,240,SE FAIRBANK,6931,Y,CI,SO,NO,1089,1089,1,0,0,0,1,1.75,2.75,181404,6600,1000,18024,207028,97298,46331,143629,8157,0,1000,9157,49411,202197,0,0,0,0,0,0,15911,9773,622,10496,3760,0,1,49,50,12,2600,46008,1600,6026,49098,135,137,152,109,6,4625,2502,83,8,7729,18500,07/01/2013,06/30/2014
AK,AK0020,2015,DILLINGHAM PUBLIC LIBRARY,306 D STREET WEST,DILLINGHAM,99576,-158.4667361,59.0402542,2,70,DILLINGHAM,4988,Y,CI,SO,NO,2431,2431,1,0,0,0,1,0.88,1.88,113873,10081,17268,43273,184495, , , ,8236,0,2806,11042, ,181014,0,0,0,0,0,0,23669,9773,1034,10496,4715,0,1,49,50,46,2080,40202,2704,2497,25322,0,122,125,77,37,2645,1612,926,6,8320,5672,07/01/2013,06/30/2014
AK,AK0021,2015,EAGLE PUBLIC LIBRARY,4TH & AMUNDSEN,EAGLE,99738,-141.201518,64.786619,2,240,SE FAIRBANK,6931,Y,NP,SO,NO,81,81,1,0,0,0,0.48,0.43,0.91,2000,12730,16961,59708,91399, , , ,3178,456,3485,7119, ,89818,0,0,0,0,0,0,10015,9773,725,10496,4349,0,2,49,51,39,713,2142,73,290,6126,0,20,16,8,1,133,76,32,7,1260,1835,07/01/2013,06/30/2014
AK,AK0023,2015,FAIRBANKS NORTH STAR BOROUGH PUBLIC LIBRARIES,1215 COWLES STREET,FAIRBANKS,99701,-147.738617,64.838318,2,90,FAIRBANKS NORTH STAR,99357,Y,CO,MO,NO,97972,97972,1,1,1,10,11,37.1,48.1,5701389,19800,165466,104697,5991352,3017054,1695305,4712359,364265,171313,104340,639918,619851,5972128,0,7209841,0,100000,7309841,8489523,325687,14828,21644,15981,32262,0,34,49,83,564,7128,316711,123188,56977,671976,5645,3664,891,742,8,33709,30360,573,31,60957,115030,07/01/2013,06/30/2014
AK,AK0025,2015,CHARLES EVANS COMMUNITY/SCHOOL LIBRARY,299 ANTOSKI ROAD,GALENA,99741,-156.8723252,64.7480237,2,290,YUKON-KOYUKUK,5547,Y,CI,SO,NO,449,449,1,0,0,0,0.38,0,0.38,18914,6600,6000,0,31514, , , ,3311,0,199,3510, ,32457,0,0,0,0,0,0,9549,0,0,0,768,0,0,49,49,44,720,3720,360,400,6168,0,72,198,198,0,703,703,0,2,480,0,07/01/2013,06/30/2014
AK,AK0027,2015,COPPER VALLEY COMMUNITY LIBRARY,MILE 186 GLENN HIGHWAY,GLENNALLEN,99588,-146.050333,62.198412,2,261,VALDEZ-CORDOVA,9488,Y,NP,SO,NO,473,473,1,0,0,0,0,0.18,0.18,0,8626,7280,53766,69672, , , ,5045,699,599,6343, ,39552,0,28716,0,0,28716,0,18531,16,708,0,4209,0,1,49,50,20,1582,6377,2640,790,13763,0,44,35,6,8,492,125,214,6,3000,4553,07/01/2013,06/30/2014
AK,AK0028,2015,GUSTAVUS PUBLIC LIBRARY,14 GUSTAVUS ROAD,GUSTAVUS,99826,-135.726709,58.4130833,2,105,SKAGWAY-ANGOON,2082,Y,CI,SO,NO,516,516,1,0,0,0,1.07,0,1.07,46676,6918,4698,16355,74647, , , ,6381,600,0,6981, ,74718,21866,0,0,0,21866,21866,12262,9773,112,10496,1485,0,0,49,49,18,1248,10311,250,750,9374,0,49,267,110,0,3153,1859,0,5,1814,1346,07/01/2013,06/30/2014
AK,AK0029,2015,HAINES BOROUGH PUBLIC LIBRARY,111 THIRD AVENUE SOUTH,HAINES,99827,-135.4480632,59.232844,2,100,HAINES,2566,Y,CO,SO,NO,2537,2537,1,0,0,0,2.7,2.6,5.3,371114,16052,44897,52365,484428,239827,115955,355782,14426,1500,2250,18176,104115,478073,0,0,0,0,0,0,32415,9773,2623,10496,4889,0,0,49,49,135,3016,87933,9809,2316,103542,174,135,592,467,9,7246,5399,72,12,19371,15245,07/01/2013,06/30/2014
AK,AK0030,2015,TRI-VALLEY COMMUNITY LIBRARY,400 SUNTRANA STREET,HEALY,99743,-149.0170333,63.8734912,2,68,DENALI,1921,Y,NP,SO,NO,1104,1104,1,0,0,0,0.6,0,0.6,10279,6600,1000,10958,28837, , , ,6281,1500,467,8248, ,34113,0,0,0,0,0,0,27668,9773,1005,10496,2071,0,0,49,49,19,1000,5532,500,969,14931,5,159,75,33,2,1715,1093,11,9,757,332,07/01/2013,06/30/2014
AK,AK0031,2015,HOLLIS PUBLIC LIBRARY,NO. 1 HOLLIS CHILKAT ROAD,HOLLIS,99950,-133.075907,55.781881,2,198,PR WALES-OUTER KE,6396,Y,NP,SO,NO,94,94,1,0,0,0,0,0.18,0.18,0,8237,11101,28571,47909, , , ,1766,0,1463,3229, ,47861,0,0,0,0,0,0,18050,11,370,0,620,0,0,49,49,18,1100,2000,600,300,1514,0,0,49,29,2,353,230,6,6,592,225,07/01/2013,06/30/2014
AK,AK0032,2015,HOMER PUBLIC LIBRARY,500 HAZEL AVENUE,HOMER,99603,-151.544299,59.640502,2,122,KENAI PENINSULA,57477,Y,CI,SO,NO,5099,5099,1,0,0,2,2,6.38,8.38,864070,8600,3500,39692,915862,336999,238922,575921,64200,6409,12142,82751,140541,799213,0,0,0,0,0,0,39354,9773,2097,10496,2451,0,6,49,55,145,2617,124102,12532,10193,118157,291,432,331,183,6,6314,4693,115,35,29118,18757,01/01/2013,12/31/2013
AK,AK0033,2015,HOPE COMMUNITY LIBRARY,18487 A AVENUE,HOPE,99605,-149.445094,60.109417,2,122,KENAI PENINSULA,57477,N,NP,SO,NO,205,205,1,0,0,0,0,0,0,0,14513,0,3102,17615, , , ,3272,0,0,3272, ,15339,0,0,0,0,0,0,5663,0,199,0,1208,0,0,49,49,5,960,1632,400,172,1360,0,0,17,13,0,169,103,0,1,204,182,07/01/2013,06/30/2014
AK,AK0035,2015,JUNEAU PUBLIC LIBRARIES,292 MARINE WAY,JUNEAU,99801,-134.4036617,58.2984755,2,110,JUNEAU,32406,Y,CO,MO,NO,33026,33026,1,2,0,4.75,4.75,15.81,20.56,2224292,19800,108700,22438,2375230,987236,689201,1676437,133586,17435,15800,166821,433212,2276470,0,0,0,0,0,0,120886,9773,5204,10496,5677,0,11,49,60,427,7584,294448,24881,24305,180382,11623,11969,594,368,67,16416,13419,1200,59,75097,60000,07/01/2013,06/30/2014
AK,AK0037,2015,KASILOF PUBLIC LIBRARY,58231 STERLING HIGHWAY,KASILOF,99610,-151.2603381,60.3125872,2,122,KENAI PENINSULA,57477,Y,NP,SO,NO,574,574,1,0,0,0,0.29,0.17,0.46,8700,8200,9183,5398,31481, , , ,3177,0,135,3312, ,34485,0,0,0,0,0,0,12904,0,164,0,235,0,0,49,49,24,750,5000,350,387,5188,0,15,11,11,0,110,110,0,7,1288,1296,07/01/2013,06/30/2014
AK,AK0038,2015,KENAI COMMUNITY LIBRARY,163 MAIN STREET LOOP,KENAI,99611,-151.2442311,60.5585732,2,122,KENAI PENINSULA,57477,Y,CI,SO,NO,7167,7167,1,0,0,2,3,5.1,8.1,831585,6600,9273,33476,880934,382310,166344,548654,60721,6549,4476,71746,192693,813093,0,0,0,0,0,0,76934,9773,1762,10496,3820,0,1,49,50,121,3006,101084,1005,12196,130316,338,382,317,148,35,4567,3735,105,31,17043,87360,07/01/2013,06/30/2014
AK,AK0039,2015,KETCHIKAN PUBLIC LIBRARY,1110 COPPER RIDGE LANE,KETCHIKAN,99901,-131.650729,55.352711,2,130,KETCHIKAN GATEWAY,13787,Y,CO,SO,NO,13825,13825,1,0,0,2.96,2.96,4.75,7.71,1371390,6500,14636,168844,1561370,532257,306783,839040,79595,2349,22537,104481,134083,1077604,0,0,0,0,0,0,60006,9707,5109,10496,6738,0,4,49,53,157,2916,97656,11887,9076,167712,319,213,433,280,87,9055,6435,1696,26,4401,6000,01/01/2013,12/31/2013
AK,AK0040,2015,KODIAK PUBLIC LIBRARY,612 EGAN WAY,KODIAK,99615,0,0,2,150,KODIAK ISLAND,13986,Y,CI,SO,NO,13402,13402,1,0,0,1,1,6,7,847134,8500,0,17840,873474,336256,312549,648805,28584,30000,5850,64434,123137,836376,500000,6900000,0,145000,7545000,3211657,73278,9773,2634,10496,2479,0,0,49,49,128,3047,150000,3018,10187,62477,825,217,218,183,0,2800,1642,0,34,68000,9100,07/01/2013,06/30/2014
AK,AK0041,2015,CHUKCHI CONSORTIUM LIBRARY,604 THIRD STREET,KOTZEBUE,99752,-162.5928328,66.8970613,2,188,NORTHWEST ARCTIC,7717,Y,MJ,MO,NO,4029,4029,1,1,0,1,2.25,1,3.25,129370,13200,8153,135201,285924,123345,43898,167243,14736,0,4358,19094,97094,283431,0,0,0,0,0,0,23488,0,270,0,2392,0,210,49,259,93,2912,31300,2600,958,11406,35,181,207,143,64,2162,1626,536,18,7900,3000,07/01/2013,06/30/2014
AK,AK0044,2015,MCGRATH COMMUNITY LIBRARY,249 F STREET,MCGRATH,99627,-160.065507,62.909259,2,290,YUKON-KOYUKUK,5547,Y,NP,SO,NO,315,315,1,0,0,0,0.64,0,0.64,0,19192,7058,56292,82542, , , ,3022,868,0,3890, ,75616,0,0,0,0,0,0,14124,5,13,0,930,0,1,49,50,18,1332,4529,338,270,1444,0,36,51,31,6,1283,617,395,7,1514,1823,07/01/2013,06/30/2014
AK,AK0046,2015,CENTENNIAL LIBRARY,4TH & MILTON STREET,METLAKATLA,99926,-131.575207,55.128483,2,198,PR WALES-OUTER KE,6396,Y,NL,SO,NO,1480,1480,1,0,0,0,1,0,1,59167,6600,3622,0,69389, , , ,5656,0,432,6088, ,68248,0,0,0,0,0,0,12802,9773,135,10496,143,0,0,49,49,14,1000,3508,376,350,1363,0,50,71,70,1,727,725,2,10,2018,401,07/01/2013,06/30/2014
AK,AK0047,2015,MARTIN MONSEN REGIONAL LIBRARY,101 MAIN STREET,NAKNEK,99633,-156.6675022,58.6820703,2,60,BRISTOL BAY,957,Y,CO,MO,NO,942,942,1,1,0,0,1,2.11,3.11,297583,13200,0,1157,311940,141927,86878,228805,12566,0,2627,15193,32197,276195,0,0,0,0,0,0,13383,0,282,0,3207,0,0,49,49,22,3224,10247,196,561,6401,0,51,75,25,15,764,258,189,9,3526,2699,07/01/2013,06/30/2014
AK,AK0048,2015,NENANA PUBLIC LIBRARY,106 EAST SECOND STREET,NENANA,99760,-149.0928496,64.5624425,2,290,YUKON-KOYUKUK,5547,Y,CI,SO,NO,396,396,1,0,0,0,0.87,0.25,1.12,81632,8208,15275,8795,113910, , , ,5900,52,1545,7497, ,106622,0,0,0,0,0,0,7919,266,873,0,1695,0,0,49,49,10,1664,6656,780,1095,8984,0,334,83,37,35,984,353,604,7,1664,1040,07/01/2013,06/30/2014
AK,AK0051,2015,NINILCHIK COMMUNITY LIBRARY,15850 STERLING HIGHWAY,NINILCHIK,99639,-151.6922728,60.0277445,2,122,KENAI PENINSULA,57477,Y,NP,SO,NO,847,847,1,0,0,0,0.2,0.15,0.35,4950,7688,11101,3734,27473, , , ,4453,0,486,4939, ,30008,0,0,0,0,0,0,10301,9773,250,10496,2048,0,0,49,49,5,1456,5500,250,261,7063,0,183,40,26,1,158,33,5,6,1074,316,07/01/2013,06/30/2014
AK,AK0052,2015,KEGOAYAH KOZGA LIBRARY,223 FRONT STREET,NOME,99762,-165.4054974,64.4973222,2,180,NOME,9817,Y,CI,SO,NO,3721,3721,1,0,0,0,1,2,3,276346,17104,13024,42908,349382,135505,96754,232259,17193,0,688,17881,90990,341130,0,0,0,0,0,0,20748,0,267,0,1272,0,0,49,49,37,2244,27000,1700,2168,17856,15,68,157,135,3,3149,2989,35,8,10785,3000,07/01/2013,06/30/2014
AK,AK0053,2015,NORTHWAY COMMUNITY/SCHOOL LIBRARY,496 NORTHWAY ROAD,NORTHWAY,99764,-141.9362156,62.95927,2,240,SE FAIRBANK,6931,Y,NP,SO,NO,66,66,1,0,0,0,0.25,0,0.25,19850,6600,95,0,26545, , , ,2018,0,600,2618, ,25188,0,0,0,0,0,0,4391,0,193,0,342,0,0,49,49,14,300,400,34,66,633,0,0,2,1,0,33,18,0,1,250,0,07/01/2013,06/30/2014
AK,AK0055,2015,PALMER PUBLIC LIBRARY,655 SOUTH VALLEY WAY,PALMER,99645,-149.113048,61.599967,2,170,MATANUSKA-SUSITNA,97882,Y,CO,SO,NO,26162,26162,1,0,0,0,1,6.25,7.25,642969,6600,3000,6199,658768,263081,176781,439862,39150,0,0,39150,130257,609269,0,0,0,0,0,0,61371,9773,2574,10496,3457,0,0,49,49,42,2288,91387,11528,8460,133023,151,207,366,288,26,11711,10762,366,29,13617,9599,07/01/2013,06/30/2014
AK,AK0056,2015,PELICAN PUBLIC LIBRARY,166 SALMON WAY,PELICAN,99832,-136.2239227,57.9587365,2,105,SKAGWAY-ANGOON,2082,Y,CI,SO,NO,75,75,1,0,0,0,0.25,0.18,0.43,28792,7428,1000,26858,64078, , , ,1611,0,2662,4273, ,69371,0,0,0,0,0,0,9974,0,300,0,2705,0,0,49,49,38,728,3956,130,342,4330,0,0,146,97,49,969,736,233,3,3276,0,07/01/2013,06/30/2014
AK,AK0057,2015,PETERSBURG PUBLIC LIBRARY,14 SOUTH SECOND STREET,PETERSBURG,99833,0,0,2,195,WRANGELL-PETERSBU,3160,Y,CI,SO,NO,3209,3209,1,0,0,1,1,3.3,4.3,367068,6600,27131,11360,412159,178923,57004,235927,22034,1500,18213,41747,132910,410584,0,116097,200000,80000,396097,1046540,26537,9773,1684,10496,10777,0,0,49,49,118,2408,73000,5300,3346,84627,1,166,193,109,55,3134,1361,422,23,6700,8000,07/01/2013,06/30/2014
AK,AK0058,2015,JESSIE WAKEFIELD MEMORIAL LIBRARY,207 SPRUCE DRIVE,PORT LIONS,99550,-152.883684,57.86639,2,150,KODIAK ISLAND,13986,Y,CI,SO,NO,176,176,1,0,0,0,0.58,0,0.58,13382,24720,10721,44815,93638, , , ,1900,0,1175,3075, ,81755,0,0,0,0,0,0,9573,50,233,44,1262,24,0,49,49,23,1196,3154,464,170,2708,0,268,196,129,31,682,510,87,6,1523,600,07/01/2013,06/30/2014
AK,AK0061,2015,ST. PAUL ISLAND SCHOOL/COMMUNITY LIBRARY,930 TOLSTOI BOULEVARD,ST. PAUL,99660,-170.2800724,57.1209898,2,16,ALEUTIANS WEST,5750,Y,MJ,SO,NO,436,436,1,0,0,0,0.35,0.35,0.7,24441,6600,5290,0,36331, , , ,3975,0,0,3975, ,36331,0,0,0,0,0,0,13392,6,49,0,792,0,2,49,51,44,960,3200,500,323,2964,0,0,45,36,9,331,195,136,14,1285,1600,07/01/2013,06/30/2014
AK,AK0064,2015,SELDOVIA PUBLIC LIBRARY,260 SELDOVIA STREET,SELDOVIA,99663,-151.7145869,59.4386818,2,122,KENAI PENINSULA,57477,Y,NP,SO,NO,233,233,1,0,0,0,0,0.18,0.18,6333,7484,9334,7397,30548, , , ,4327,0,1391,5718, ,29415,0,0,0,0,0,0,8830,0,372,0,2174,0,0,49,49,17,1029,5138,137,355,6392,0,21,75,43,6,1071,327,352,9,893,696,07/01/2013,06/30/2014
AK,AK0065,2015,SEWARD COMMUNITY LIBRARY MUSEUM,239 6TH AVENUE,SEWARD,99664,0,0,2,122,KENAI PENINSULA,57477,Y,CI,SO,NO,2768,2768,1,0,0,1,2,2.5,4.5,450194,6600,6988,36250,500032,189322,144562,333884,24680,0,5087,29767,68633,432284,0,131866,300000,0,431866,235950,28734,9773,1098,10496,2463,875,5,49,54,88,2424,77300,2400,7639,20275,105,453,201,131,13,4568,3137,259,10,14241,8031,01/01/2013,12/31/2013
AK,AK0067,2015,KETTLESON MEMORIAL LIBRARY,320 HARBOR DRIVE,SITKA,99835,-135.3345211,57.0495852,2,220,SITKA,8900,Y,CO,SO,NO,9061,9061,1,0,0,2.3,3,3.8,6.8,873041,8600,6642,1943,890226,333931,220680,554611,72500,4100,15500,92100,235860,882571,0,0,0,0,0,0,62664,9773,4485,10496,5228,0,2,49,51,247,3692,149293,5652,11843,125698,989,1006,299,195,23,8881,6656,445,12,32619,0,07/01/2013,06/30/2014
AK,AK0068,2015,SKAGWAY PUBLIC LIBRARY,769 STATE STREET,SKAGWAY,99840,-135.3080232,59.4606145,2,230,SKAGWAY-ANGOON,1036,Y,CI,SO,NO,1031,1031,1,0,0,0,1,0.8,1.8,211141,6600,1000,1376,220117, , , ,8376,0,807,9183, ,220094,0,0,0,0,0,0,9400,15,223,0,1300,0,0,49,49,30,2264,12064,315,1252,14482,85,183,92,60,5,620,446,17,5,7195,0,07/01/2013,06/30/2014
AK,AK0069,2015,JOYCE K. CARVER MEMORIAL SOLDOTNA PUBLIC LIBRARY,235 NORTH BINKLEY ST.,SOLDOTNA,99669,0,0,2,122,KENAI PENINSULA,57477,Y,CI,SO,NO,4311,4311,1,0,0,2,3,2.75,5.75,626857,6600,7631,24334,665422,238708,88731,327439,84439,1600,6075,92114,105174,524727,664,914873,0,421690,1337227,1337227,44009,9773,3354,10496,1520,0,0,49,49,116,2600,64443,6214,10384,70735,47,270,149,117,21,3169,2568,138,16,8171,10000,07/01/2013,06/30/2014
AK,AK0070,2015,SUTTON PUBLIC LIBRARY/COMMUNITY RESOURCE CENTER,11301 NORTH CHICKALOON WAY,SUTTON,99674,-148.977161,61.705952,2,170,MATANUSKA-SUSITNA,97882,Y,CO,SO,NO,3884,3884,1,0,0,0,1,0.75,1.75,307944,7712,923,0,316579, , , ,14960,0,0,14960, ,316577,0,0,0,0,0,0,14209,9773,789,10496,1419,0,1,49,50,36,2132,21434,573,1044,16180,32,172,299,235,39,4345,3451,492,7,4643,2649,07/01/2013,06/30/2014
AK,AK0072,2015,TALKEETNA PUBLIC LIBRARY,23151 SOUTH TALKEETNA SPUR ROAD,TALKEETNA,99676,-150.1080973,62.3215917,2,170,MATANUSKA-SUSITNA,97882,Y,CO,SO,NO,10211,10211,1,0,0,0,1.88,0.7,2.58,289554,6600,2500,0,298654,119702,100247,219949,30306,0,0,30306,47398,297653,1290000,2660000,0,530000,4480000,3978490,16380,9773,1333,10528,3158,0,1,49,50,43,2184,36990,2975,3938,61752,179,395,131,60,19,2370,1171,274,11,8555,5222,07/01/2013,06/30/2014
AK,AK0073,2015,TANANA COMMUNITY/SCHOOL LIBRARY,89 FRONT STREET,TANANA,99777,-151.957314,65.329839,2,290,YUKON-KOYUKUK,5547,Y,NP,SO,NO,229,229,1,0,0,0,0.5,0,0.5,5000,12649,2821,56638,77108, , , ,1950,0,1550,3500, ,78651,0,0,0,0,0,0,9330,0,267,0,480,0,0,49,49,28,420,1360,270,229,1314,0,41,46,20,14,140,75,40,3,400,200,07/01/2013,06/30/2014
AK,AK0074,2015,DERMOTT O'TOOLE MEMORIAL LIBRARY,707 WEST TENAKEE AVENUE,TENAKEE SPRINGS,99841,-135.2169506,57.7800673,2,105,SKAGWAY-ANGOON,2082,Y,CI,SO,NO,128,128,1,0,0,0,0.25,0,0.25,10500,8460,10365,24208,53533, , , ,2694,0,2200,4894, ,44764,0,0,0,0,0,0,6676,73,0,1,1115,0,0,49,49,1,800,2570,210,167,3128,0,19,41,24,0,615,360,0,8,318,0,07/01/2013,06/30/2014
AK,AK0075,2015,TOK COMMUNITY LIBRARY,MILE 1314 ALASKA HIGHWAY,TOK,99780,-142.214893,63.910262,2,240,SE FAIRBANK,6931,N,NP,SO,NO,1246,1246,1,0,0,0,0,0,0,0,7621,2821,25747,36189, , , ,3565,0,663,4228, ,33519,0,0,0,0,0,1853,11198,2,642,0,1494,0,0,49,49,10,1656,4028,284,348,3687,0,36,5,5,0,132,132,0,4,1719,0,07/01/2013,06/30/2014
AK,AK0077,2015,VALDEZ CONSORTIUM LIBRARY,212 FAIRBANKS DRIVE,VALDEZ,99686,-146.353396,61.129882,2,261,VALDEZ-CORDOVA,9488,Y,MJ,SO,NO,4032,4032,1,0,0,1,1,2.78,3.78,445386,6600,2086,26445,480517,194701,138368,333069,21313,3000,2556,26869,82888,442826,0,0,0,0,0,0,49864,9773,6731,10496,4749,0,239,49,288,103,2860,32859,20100,757,21926,197,68,77,70,2,1970,1647,34,10,6562,8000,01/01/2013,12/31/2013
AK,AK0078,2015,WASILLA PUBLIC LIBRARY,391 NORTH MAIN STREET,WASILLA,99654,-149.441482,61.583125,2,170,MATANUSKA-SUSITNA,97882,Y,CO,SO,NO,32550,32550,1,0,0,3,3,6.5,9.5,1019328,6600,7161,38889,1071978,473136,394893,868029,56809,3479,9205,69493,134955,1072477,2379670,0,0,0,2379670,0,52147,9720,2050,10625,2971,0,2,49,51,129,1975,83230,4316,10212,160580,581,452,201,187,10,8731,8252,146,7,14989,2483,07/01/2013,06/30/2014
